"","Year","StateAbbr","StateDesc","CountyName","CountyFIPS","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Geolocation","LocationID"
"334",2020,"MN","Minnesota","Blue Earth",27013,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",2.3,2.1,2.6,6063,"POINT (-94.00145827 44.15038105)",27013171101
"335",2020,"MN","Minnesota","Chisago",27025,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.6,5.4,3854,"POINT (-92.96010481 45.5341974)",27025110301
"336",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,5.6,6.9,3742,"POINT (-93.4073877 45.20322419)",27003050402
"337",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.6,5.4,3365,"POINT (-93.05422694 44.83716031)",27037060507
"338",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.3,6.4,5238,"POINT (-93.2341273 44.74022042)",27037060811
"339",2020,"MN","Minnesota","Clay",27027,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,5.9,6.8,5631,"POINT (-96.36083061 46.98711192)",27027030201
"340",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.2,5.3,3220,"POINT (-93.37252247 45.27586806)",27003050218
"341",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3,2.7,3.4,5762,"POINT (-93.11943321 44.79375322)",27037060732
"342",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.5,4.3,4965,"POINT (-93.14396634 44.72477269)",27037061007
"343",2020,"MN","Minnesota","Fillmore",27045,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.3,8.5,10,3266,"POINT (-92.15652809 43.54344437)",27045960500
"344",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4,5,3061,"POINT (-93.36719736 45.24264123)",27003050219
"345",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.5,5.6,4918,"POINT (-93.15052139 45.14089915)",27003050902
"346",2020,"MN","Minnesota","Aitkin",27001,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,7.8,8.7,2336,"POINT (-93.58909571 46.8535813)",27001770200
"347",2020,"MN","Minnesota","Big Stone",27011,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.2,8.6,9.8,1774,"POINT (-96.58181163 45.49434242)",27011950200
"348",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,4.6,5.6,2418,"POINT (-93.03981909 44.87912047)",27037060401
"349",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",2.4,2.2,2.6,3828,"POINT (-93.28292191 44.96001132)",27053006800
"350",2020,"MN","Minnesota","Douglas",27041,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,6.6,7.2,3769,"POINT (-95.64963354 45.91051398)",27041450200
"351",2020,"MN","Minnesota","Faribault",27043,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,8,9.5,2212,"POINT (-94.1144208 43.77853524)",27043460200
"352",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.5,3.1,3.9,4544,"POINT (-93.12786497 44.82585901)",27037060728
"353",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,4.7,5.6,3031,"POINT (-93.30856699 45.04549818)",27053000101
"354",2020,"MN","Minnesota","Dodge",27039,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,4.6,5.6,5654,"POINT (-92.74677591 44.02470097)",27039950500
"355",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.3,6.6,2962,"POINT (-92.8866223 44.73478615)",27037061106
"356",2020,"MN","Minnesota","Beltrami",27007,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.3,8.8,9.8,5885,"POINT (-95.08860973 48.04666601)",27007940001
"357",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.5,3.1,3.8,3504,"POINT (-93.25491692 44.92148537)",27053011000
"358",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.4,3.1,3.7,2196,"POINT (-93.12945111 44.84659063)",27037060717
"359",2020,"MN","Minnesota","Douglas",27041,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,5.8,6.9,4149,"POINT (-95.43445449 45.96196417)",27041451000
"360",2020,"MN","Minnesota","Fillmore",27045,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,6,6.8,4469,"POINT (-92.24652194 43.77185436)",27045960200
"361",2020,"MN","Minnesota","Clay",27027,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,4,4.9,6853,"POINT (-96.74171534 46.83991534)",27027030103
"362",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.2,2.9,3.5,1452,"POINT (-93.22473471 44.797513)",27037060743
"363",2020,"MN","Minnesota","Blue Earth",27013,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.7,4.4,2817,"POINT (-94.0078327 44.16242874)",27013170700
"364",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.2,2.9,3.5,3436,"POINT (-93.25871786 44.93325149)",27053009600
"365",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.4,4.3,3281,"POINT (-93.31093232 45.21599856)",27003050208
"366",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.8,3.5,4.2,2756,"POINT (-93.31110015 44.91622674)",27053010600
"367",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,3.9,5,2788,"POINT (-93.46563584 45.27993759)",27003050224
"368",2020,"MN","Minnesota","Douglas",27041,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,6.7,7.8,3487,"POINT (-95.25345698 45.81474388)",27041450800
"369",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,4.4,5.4,3287,"POINT (-93.29032481 44.72445649)",27037060746
"370",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.5,4.4,3792,"POINT (-93.05416034 45.16407492)",27003050232
"371",2020,"MN","Minnesota","Carver",27019,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.9,5.6,4777,"POINT (-93.9492712 44.76077107)",27019091201
"372",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,4.1,5.1,2673,"POINT (-93.4928021 45.26297491)",27003050223
"373",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,3.9,4.8,4830,"POINT (-93.2067523 44.79908579)",27037060735
"374",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.8,3.3,4.3,6851,"POINT (-93.17304642 44.75806545)",27037060825
"375",2020,"MN","Minnesota","Clay",27027,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.5,6.4,4528,"POINT (-96.35170555 46.73608264)",27027030202
"376",2020,"MN","Minnesota","Goodhue",27049,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,5.8,7.1,4656,"POINT (-92.89315529 44.51118801)",27049080600
"377",2020,"MN","Minnesota","Blue Earth",27013,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.7,4.6,2334,"POINT (-93.9945487 44.16772122)",27013170600
"378",2020,"MN","Minnesota","Carlton",27017,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,7.2,8.2,3109,"POINT (-92.60884372 46.71354187)",27017940000
"379",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.7,4.6,3243,"POINT (-93.25315558 44.77392679)",27037060738
"380",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.4,6.5,3452,"POINT (-93.25327979 45.17353339)",27003050807
"381",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.3,3,3.7,3977,"POINT (-93.19399027 45.2016082)",27003050818
"382",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,5.3,6.2,3198,"POINT (-93.26426721 44.96303792)",27053005902
"383",2020,"MN","Minnesota","Douglas",27041,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.8,6.1,7.6,5966,"POINT (-95.33854149 45.88421874)",27041450600
"384",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.5,6.5,2207,"POINT (-93.2597739 45.16353178)",27003050808
"385",2020,"MN","Minnesota","Becker",27005,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.8,6.4,7.3,2351,"POINT (-95.98544324 46.85502775)",27005450800
"386",2020,"MN","Minnesota","Cottonwood",27033,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,7.8,9.5,2897,"POINT (-94.98473364 44.02133988)",27033270100
"387",2020,"MN","Minnesota","Carlton",27017,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,6,6.7,7822,"POINT (-92.4281044 46.53805333)",27017070400
"388",2020,"MN","Minnesota","Cass",27021,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.1,8.5,9.7,2062,"POINT (-93.92284378 47.07969697)",27021960100
"389",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.7,4.5,2919,"POINT (-93.39761975 45.24110395)",27003050226
"390",2020,"MN","Minnesota","Chippewa",27023,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,7.6,9.2,2239,"POINT (-95.36650346 44.98132734)",27023950400
"391",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,4.6,5.6,4240,"POINT (-93.03258577 44.88851318)",27037060301
"392",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.4,5.2,3125,"POINT (-93.27916668 45.18058508)",27003050702
"393",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,4.7,5.5,3756,"POINT (-93.07666158 44.91598944)",27037060101
"394",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.4,5.2,3461,"POINT (-93.19824534 44.83852673)",27037060725
"395",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.3,6.5,4341,"POINT (-93.11897075 44.9028436)",27037060603
"396",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.6,4.6,5474,"POINT (-93.18192485 45.24053509)",27003050216
"397",2020,"MN","Minnesota","Douglas",27041,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.6,6.7,3509,"POINT (-95.50809948 45.81393473)",27041450900
"398",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.5,5.1,3455,"POINT (-93.0041677 44.69034777)",27037061001
"399",2020,"MN","Minnesota","Carlton",27017,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,6.4,8,3924,"POINT (-92.44217946 46.69560806)",27017070200
"400",2020,"MN","Minnesota","Dakota",27037,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3,2.6,3.4,5649,"POINT (-93.24773426 44.69616983)",27037060816
"401",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.5,4.3,5044,"POINT (-93.10066659 45.15852376)",27003050237
"402",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.3,6.3,2409,"POINT (-93.27227334 45.05565195)",27003051206
"403",2020,"MN","Minnesota","Goodhue",27049,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.3,6.4,4052,"POINT (-92.67332637 44.23821335)",27049080800
"404",2020,"MN","Minnesota","Crow Wing",27035,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,6.4,7.7,2675,"POINT (-94.27821278 46.49897964)",27035950501
"405",2020,"MN","Minnesota","Anoka",27003,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.4,6.5,4134,"POINT (-93.24991934 45.14360726)",27003050810
"406",2020,"MN","Minnesota","Beltrami",27007,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.4,6.6,4384,"POINT (-94.81359158 47.47380199)",27007450701
"407",2020,"MN","Minnesota","Brown",27015,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,6.8,8.5,3832,"POINT (-94.7139077 44.29186877)",27015960500
"408",2020,"MN","Minnesota","Cook",27031,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,6.8,7.6,3126,"POINT (-90.53955493 47.90741086)",27031480100
"409",2020,"MN","Minnesota","Brown",27015,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,6.4,7.1,3457,"POINT (-94.62861655 44.18788203)",27015960700
"410",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",16.7,14.5,18.9,1385,"POINT (-92.46371806 44.02244229)",27109000100
"411",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.1,6.1,5238,"POINT (-93.3893787 45.08311906)",27053026807
"412",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.5,8.1,11,3753,"POINT (-93.38705475 45.05270778)",27053021502
"413",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,6.3,7.1,3087,"POINT (-96.0821709 46.39112622)",27111960800
"414",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.6,5.4,4079,"POINT (-93.52549124 44.94156654)",27053027400
"415",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,5.3,6.1,2835,"POINT (-93.30315796 44.99610148)",27053102800
"416",2020,"MN","Minnesota","Pope",27121,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,7.1,7.8,2501,"POINT (-95.5638742 45.54388819)",27121970300
"417",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.3,5.4,4079,"POINT (-93.61544134 44.90546211)",27053027503
"418",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.7,3.3,4.1,3455,"POINT (-93.37467525 44.93979729)",27053122500
"419",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.5,8,11.5,3532,"POINT (-93.323877 44.86914499)",27053024004
"420",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4,3.8,4.3,3078,"POINT (-93.16106348 44.95145057)",27123033400
"421",2020,"MN","Minnesota","Houston",27055,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.2,6.5,5718,"POINT (-91.29789848 43.82004201)",27055020100
"422",2020,"MN","Minnesota","Mower",27099,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,7.4,9.6,2670,"POINT (-92.99843798 43.66816494)",27099000200
"423",2020,"MN","Minnesota","Hubbard",27057,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,7.4,8.5,1937,"POINT (-94.78533145 47.11980589)",27057070300
"424",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.6,5.8,1975,"POINT (-93.38970116 44.87417913)",27053023902
"425",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,5,5.5,2730,"POINT (-93.07640289 44.96691063)",27123031500
"426",2020,"MN","Minnesota","Morrison",27097,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,7.7,8.8,2915,"POINT (-94.57504689 46.20433634)",27097780100
"427",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.7,5.7,4797,"POINT (-93.0155196 44.98508929)",27123030702
"428",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,6.5,8.8,3880,"POINT (-93.3871552 45.06167851)",27053021501
"429",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.9,6,4376,"POINT (-92.45562481 44.04608664)",27109001601
"430",2020,"MN","Minnesota","Nicollet",27103,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.7,6.5,5512,"POINT (-94.11164718 44.33371042)",27103480200
"431",2020,"MN","Minnesota","Martin",27091,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,7.6,8.7,3108,"POINT (-94.5531365 43.80340983)",27091790100
"432",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.5,4.4,5399,"POINT (-93.4658717 44.84665986)",27053026015
"433",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5,6.3,6733,"POINT (-93.3410282 44.82560872)",27053025701
"434",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,4.1,5.2,3981,"POINT (-93.5093373 44.90065874)",27053026207
"435",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.4,5.4,3514,"POINT (-93.51149343 45.02482831)",27053026605
"436",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.8,3.4,4.2,11806,"POINT (-93.58347107 45.18416198)",27053026909
"437",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,6.3,7.6,2780,"POINT (-93.26127468 44.8179014)",27053025301
"438",2020,"MN","Minnesota","Kandiyohi",27067,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.8,5.8,2064,"POINT (-95.04342775 45.12010392)",27067780800
"439",2020,"MN","Minnesota","Morrison",27097,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.1,6.6,7.6,2580,"POINT (-93.99671047 46.07261468)",27097780400
"440",2020,"MN","Minnesota","Meeker",27093,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,6.2,7,3270,"POINT (-94.57628832 45.11255345)",27093560500
"441",2020,"MN","Minnesota","Pine",27115,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,7.7,8.6,2838,"POINT (-92.80400445 46.19201721)",27115950300
"442",2020,"MN","Minnesota","Hubbard",27057,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,7.8,9,2118,"POINT (-94.85044301 46.8618026)",27057070700
"443",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.7,4.4,5,4972,"POINT (-93.27583081 44.89552388)",27053012003
"444",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,7.1,7.8,2587,"POINT (-95.9539907 46.49928876)",27111960700
"445",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.5,4.4,6176,"POINT (-93.49960607 45.04631865)",27053026613
"446",2020,"MN","Minnesota","Kandiyohi",27067,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,6.2,7.1,2753,"POINT (-94.86839607 45.00350229)",27067781100
"447",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.9,5.5,5794,"POINT (-93.36474731 45.01709878)",27053021001
"448",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4,3.6,4.4,7195,"POINT (-93.36716089 45.16782718)",27053026906
"449",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,6.4,8,2759,"POINT (-93.32821269 44.79729859)",27053025805
"450",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,3.9,4.8,4942,"POINT (-92.48289061 44.0939871)",27109001703
"451",2020,"MN","Minnesota","Meeker",27093,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,6.7,8.4,3804,"POINT (-94.5097525 45.12355042)",27093560300
"452",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,4.3,4.8,5905,"POINT (-93.08292369 44.98514036)",27123030601
"453",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.2,8.7,9.7,1599,"POINT (-93.1109018 44.95290068)",27123033700
"454",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,6.1,7.2,3267,"POINT (-96.06600376 46.20793467)",27111961700
"455",2020,"MN","Minnesota","Mille Lacs",27095,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,6.8,7.6,2695,"POINT (-93.60583717 45.99727907)",27095970300
"456",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.7,4.3,5.3,2717,"POINT (-93.28370372 44.97198129)",27053105201
"457",2020,"MN","Minnesota","Itasca",27061,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,8,8.7,3594,"POINT (-93.35001187 47.6329235)",27061480400
"458",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.4,5.2,3700,"POINT (-93.29889935 45.055046)",27053020500
"459",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,4,4.9,4366,"POINT (-93.31497073 44.9578983)",27053106500
"460",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.2,6.6,4428,"POINT (-93.33942366 45.02641224)",27053021300
"461",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,4.9,6.2,2836,"POINT (-93.46847513 44.92948995)",27053026202
"462",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4.1,4.9,3828,"POINT (-93.25467949 45.01216154)",27053101800
"463",2020,"MN","Minnesota","Mille Lacs",27095,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.6,8.9,10.4,2092,"POINT (-93.48597791 46.16373947)",27095970100
"464",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,7.1,9.7,4022,"POINT (-93.28432591 44.88549287)",27053024400
"465",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3,2.8,3.2,3053,"POINT (-93.16691375 44.96363357)",27123032100
"466",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.4,3.1,3.7,3784,"POINT (-93.29728673 44.92775934)",27053109900
"467",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,4.5,5.5,5060,"POINT (-93.4265756 45.05689018)",27053026508
"468",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,4.2,5,2841,"POINT (-93.24225853 45.00956438)",27053101900
"469",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,3.9,4.9,4617,"POINT (-93.48316826 45.00622472)",27053026611
"470",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.5,3.3,3.8,4587,"POINT (-93.46130905 45.0111691)",27053026514
"471",2020,"MN","Minnesota","Lake",27075,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,7,8.8,3963,"POINT (-91.67602979 47.03319429)",27075370400
"472",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.3,6.5,4694,"POINT (-93.20760384 44.92159546)",27053110500
"473",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.2,3.7,4.6,3500,"POINT (-93.4107685 45.02762709)",27053026511
"474",2020,"MN","Minnesota","Isanti",27059,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.8,5.6,5323,"POINT (-93.3068398 45.48494385)",27059130501
"475",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,5,5.6,6645,"POINT (-92.19896346 43.97744527)",27109002000
"476",2020,"MN","Minnesota","Mahnomen",27087,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,8.5,9.3,2467,"POINT (-95.71701237 47.30826494)",27087940300
"477",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,4.1,5.1,5023,"POINT (-93.33930771 44.89637893)",27053023801
"478",2020,"MN","Minnesota","Pine",27115,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,6.9,7.8,5061,"POINT (-92.9915257 46.01344603)",27115950500
"479",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.5,5.5,2805,"POINT (-92.48627361 44.0569185)",27109001501
"480",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4,5.1,4689,"POINT (-93.33891432 44.93672098)",27053022901
"481",2020,"MN","Minnesota","Pipestone",27117,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,7.7,9.6,2510,"POINT (-96.33187901 43.99930854)",27117460300
"482",2020,"MN","Minnesota","Mille Lacs",27095,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.8,5.8,2826,"POINT (-93.64024137 45.61194283)",27095170600
