"","Year","StateAbbr","StateDesc","CountyName","CountyFIPS","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Geolocation","geoid","percentile_rank"
"344",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.9,9.5,10.3,2720,"POINT (-93.26646132 44.94486688)",27053008400,0.868717179294824
"345",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.5,9,10,5956,"POINT (-93.24759155 45.15699674)",27003050809,0.77344336084021
"346",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,8.9,9.9,3515,"POINT (-93.02658321 44.87123551)",27037060402,0.731432858214554
"347",2020,"MN","Minnesota","Crow Wing",27035,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.4,6236,"POINT (-94.26818231 46.32894951)",27035951302,0.517629407351838
"348",2020,"MN","Minnesota","Cottonwood",27033,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.5,8.9,2407,"POINT (-95.28453466 44.11026882)",27033270200,0.307576894223556
"349",2020,"MN","Minnesota","Brown",27015,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.6,9.6,2000,"POINT (-94.45628277 44.31824947)",27015960101,0.591147786946737
"350",2020,"MN","Minnesota","Aitkin",27001,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.1,9.1,3262,"POINT (-93.68144333 46.37626353)",27001790502,0.246811702925731
"351",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.4,9,5692,"POINT (-93.0562472 44.86516624)",27037060506,0.307576894223556
"352",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.4,9.3,3883,"POINT (-93.18181479 44.79693429)",27037060733,0.36384096024006
"353",2020,"MN","Minnesota","Cass",27021,"Current asthma among adults aged >=18 years","%","Crude prevalence",7.9,7.6,8.3,872,"POINT (-94.36879771 46.96412347)",27021960301,0.013503375843961
"354",2020,"MN","Minnesota","Freeborn",27047,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.5,9,3421,"POINT (-93.52352079 43.58968644)",27047180300,0.36384096024006
"355",2020,"MN","Minnesota","Carver",27019,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.2,7.8,8.9,5079,"POINT (-93.80656045 44.819621)",27019090302,0.0622655663915979
"356",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.5,9.5,3116,"POINT (-93.15709731 44.82619569)",27037060727,0.517629407351838
"357",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.1,9.2,1337,"POINT (-93.19690312 44.76627588)",27037060822,0.246811702925731
"358",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",11.1,10.6,11.7,3166,"POINT (-93.2599879 44.96750045)",27053005901,0.961740435108777
"359",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.2,8,8.6,4100,"POINT (-93.16490071 44.81205025)",27037060729,0.0622655663915979
"360",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.6,9.6,5019,"POINT (-93.11358286 44.63112195)",27037060905,0.591147786946737
"361",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",10,9.6,10.4,4868,"POINT (-93.26025046 45.0414296)",27003051400,0.885221305326332
"362",2020,"MN","Minnesota","Clay",27027,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.3,9,5419,"POINT (-96.691287 46.87698983)",27027030102,0.246811702925731
"363",2020,"MN","Minnesota","Blue Earth",27013,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.7,9.2,2792,"POINT (-94.21252623 43.94339447)",27013171500,0.517629407351838
"364",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.4,9.5,6581,"POINT (-93.15339823 44.67594459)",27037060907,0.439609902475619
"365",2020,"MN","Minnesota","Clearwater",27029,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.5,9.2,9.9,3183,"POINT (-95.39296136 47.79959987)",27029000300,0.77344336084021
"366",2020,"MN","Minnesota","Carver",27019,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.3,7.9,8.7,5887,"POINT (-93.70292215 44.73596023)",27019091100,0.0945236309077269
"367",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,7.9,8.9,4520,"POINT (-93.1454075 44.78834998)",27037060731,0.141035258814704
"368",2020,"MN","Minnesota","Beltrami",27007,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.6,10.1,11.2,5233,"POINT (-94.90211044 47.48044231)",27007450702,0.943735933983496
"369",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.3,7.9,8.8,3690,"POINT (-93.18242603 44.82400723)",27037060716,0.0945236309077269
"370",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.2,9.8,10.7,3083,"POINT (-93.26504298 44.93417396)",27053009500,0.912228057014254
"371",2020,"MN","Minnesota","Goodhue",27049,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.5,9.4,7204,"POINT (-92.62271257 44.59090525)",27049080200,0.517629407351838
"372",2020,"MN","Minnesota","Grant",27051,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.7,9.2,2926,"POINT (-96.03391644 45.87307275)",27051070200,0.439609902475619
"373",2020,"MN","Minnesota","Brown",27015,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.3,9,4479,"POINT (-94.73396364 44.34246681)",27015960400,0.246811702925731
"374",2020,"MN","Minnesota","Goodhue",27049,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.3,8,8.7,3495,"POINT (-92.90277092 44.44477072)",27049080500,0.0945236309077269
"375",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.8,9.7,4985,"POINT (-93.27429707 45.10748691)",27003051101,0.691672918229557
"376",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.7,9.2,10.2,2972,"POINT (-93.40144842 45.21500797)",27003050401,0.829707426856714
"377",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.1,9.6,10.7,2053,"POINT (-93.17217847 45.13908546)",27003050901,0.899474868717179
"378",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.9,9.7,4604,"POINT (-93.26768911 44.77469229)",27037060737,0.691672918229557
"379",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.5,6091,"POINT (-93.41413574 45.27716016)",27003050225,0.517629407351838
"380",2020,"MN","Minnesota","Carlton",27017,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.8,9.2,3382,"POINT (-92.88499926 46.60440854)",27017070600,0.517629407351838
"381",2020,"MN","Minnesota","Becker",27005,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8,8.8,3008,"POINT (-95.85599448 46.7524856)",27005450700,0.141035258814704
"382",2020,"MN","Minnesota","Crow Wing",27035,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.2,9,5233,"POINT (-94.22901825 46.58590844)",27035950400,0.246811702925731
"383",2020,"MN","Minnesota","Douglas",27041,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.3,9.2,2631,"POINT (-95.38671896 45.90417368)",27041450702,0.307576894223556
"384",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.6,9.7,3220,"POINT (-93.37252247 45.27586806)",27003050218,0.591147786946737
"385",2020,"MN","Minnesota","Chippewa",27023,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.5,9,2238,"POINT (-95.64132716 45.08033526)",27023950500,0.36384096024006
"386",2020,"MN","Minnesota","Clay",27027,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.3,8.9,5631,"POINT (-96.36083061 46.98711192)",27027030201,0.246811702925731
"387",2020,"MN","Minnesota","Beltrami",27007,"Current asthma among adults aged >=18 years","%","Crude prevalence",11.2,10.3,12.4,5179,"POINT (-94.87194926 47.48993844)",27007450600,0.966241560390098
"388",2020,"MN","Minnesota","Crow Wing",27035,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.2,8.9,2567,"POINT (-94.12217091 46.52576617)",27035950502,0.190547636909227
"389",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,9,10,3608,"POINT (-93.05635468 44.88896419)",27037060302,0.731432858214554
"390",2020,"MN","Minnesota","Benton",27009,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.7,9.5,3022,"POINT (-94.01986463 45.60504564)",27009020300,0.591147786946737
"391",2020,"MN","Minnesota","Carlton",27017,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.6,9.2,10.1,5173,"POINT (-92.45471758 46.74122625)",27017070100,0.807951987996999
"392",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.9,9.7,4443,"POINT (-93.44949044 45.34209451)",27003050116,0.691672918229557
"393",2020,"MN","Minnesota","Freeborn",27047,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.1,9.5,10.7,3414,"POINT (-93.37777662 43.63844661)",27047180900,0.899474868717179
"394",2020,"MN","Minnesota","Clearwater",27029,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.7,9.2,10.3,2688,"POINT (-95.44602373 47.54656214)",27029000100,0.829707426856714
"395",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.9,9.4,10.5,3452,"POINT (-93.25327979 45.17353339)",27003050807,0.868717179294824
"396",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,9,10,6338,"POINT (-93.24919532 45.18717769)",27003050806,0.731432858214554
"397",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8,8.8,2398,"POINT (-93.03921515 45.16845752)",27003050230,0.141035258814704
"398",2020,"MN","Minnesota","Carlton",27017,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.1,9,5168,"POINT (-92.36202676 46.71268249)",27017070300,0.190547636909227
"399",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.6,9.2,10.1,3170,"POINT (-93.25266125 45.05630682)",27003051305,0.807951987996999
"400",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.2,8.9,2435,"POINT (-93.29295447 44.92098864)",27053010700,0.190547636909227
"401",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.1,9.3,6508,"POINT (-93.22834913 44.70531599)",27037060819,0.246811702925731
"402",2020,"MN","Minnesota","Cass",27021,"Current asthma among adults aged >=18 years","%","Crude prevalence",12.2,11.7,12.7,3101,"POINT (-94.31159339 47.32453932)",27021940002,0.988747186796699
"403",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.2,9.3,4531,"POINT (-93.18282724 44.6472368)",27037060902,0.307576894223556
"404",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.7,9.8,2673,"POINT (-93.4928021 45.26297491)",27003050223,0.653413353338335
"405",2020,"MN","Minnesota","Goodhue",27049,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.1,8.9,3490,"POINT (-92.91844819 44.28272339)",27049080700,0.190547636909227
"406",2020,"MN","Minnesota","Blue Earth",27013,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.4,9.5,4592,"POINT (-93.95646508 44.15947203)",27013170500,0.517629407351838
"407",2020,"MN","Minnesota","Crow Wing",27035,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.3,8,8.6,2737,"POINT (-94.24047779 46.71515833)",27035951700,0.0945236309077269
"408",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.6,9.6,2372,"POINT (-92.85981813 44.73072681)",27037061105,0.591147786946737
"409",2020,"MN","Minnesota","Becker",27005,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.2,9.6,10.7,4148,"POINT (-95.83914174 46.83251428)",27005450500,0.912228057014254
"410",2020,"MN","Minnesota","Fillmore",27045,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.4,3254,"POINT (-91.91765566 43.80820342)",27045960100,0.517629407351838
"411",2020,"MN","Minnesota","Itasca",27061,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.9,9.5,4339,"POINT (-93.68425736 47.42154551)",27061480300,0.653413353338335
"412",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.1,7.7,8.6,3632,"POINT (-93.36556369 44.88297362)",27053023901,0.0412603150787697
"413",2020,"MN","Minnesota","Kandiyohi",27067,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.5,9.2,2753,"POINT (-94.86839607 45.00350229)",27067781100,0.439609902475619
"414",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.7,9.3,10.2,1920,"POINT (-93.23298872 45.0019493)",27053102600,0.829707426856714
"415",2020,"MN","Minnesota","Ramsey",27123,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.5,9.1,9.9,4848,"POINT (-93.11507887 44.97567913)",27123030800,0.77344336084021
"416",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8,9,5227,"POINT (-93.5037022 44.87059079)",27053026014,0.190547636909227
"417",2020,"MN","Minnesota","Hubbard",27057,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.7,9.1,10.3,3613,"POINT (-95.06284909 46.91871807)",27057070600,0.829707426856714
"418",2020,"MN","Minnesota","Olmsted",27109,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.1,9,2256,"POINT (-92.48027143 44.0472112)",27109001502,0.246811702925731
"419",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.2,8.9,4748,"POINT (-93.4285885 44.98609048)",27053026507,0.190547636909227
"420",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.7,9.2,3124,"POINT (-93.35931708 45.03846164)",27053020903,0.439609902475619
"421",2020,"MN","Minnesota","Mille Lacs",27095,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.8,9.5,2695,"POINT (-93.60583717 45.99727907)",27095970300,0.591147786946737
"422",2020,"MN","Minnesota","Itasca",27061,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.7,9.6,6850,"POINT (-93.5081957 47.27786395)",27061480900,0.591147786946737
"423",2020,"MN","Minnesota","Marshall",27089,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.5,9,2325,"POINT (-95.92426737 48.35781773)",27089080100,0.36384096024006
"424",2020,"MN","Minnesota","Norman",27107,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.4,9.3,2191,"POINT (-96.55353109 47.23843214)",27107960300,0.36384096024006
"425",2020,"MN","Minnesota","Ramsey",27123,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.5,9.1,10.1,2713,"POINT (-93.17550252 44.96274427)",27123032000,0.77344336084021
"426",2020,"MN","Minnesota","Ramsey",27123,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.2,9.8,10.6,5877,"POINT (-93.09769835 44.98305584)",27123030500,0.912228057014254
"427",2020,"MN","Minnesota","Pipestone",27117,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.7,9.4,1714,"POINT (-96.32630449 43.93187716)",27117460400,0.517629407351838
"428",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.5,9.4,1723,"POINT (-93.56924175 44.98414313)",27053027202,0.439609902475619
"429",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.9,9.4,10.6,2733,"POINT (-93.21922963 44.93004243)",27053110400,0.868717179294824
"430",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",10,9.6,10.6,278,"POINT (-93.21431513 44.88020635)",27053980000,0.885221305326332
"431",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8,7.6,8.4,4401,"POINT (-93.33945634 44.86920768)",27053024003,0.0255063765941485
"432",2020,"MN","Minnesota","McLeod",27085,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,8.9,9.9,7810,"POINT (-94.37630249 44.8962362)",27085950400,0.731432858214554
"433",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.1,7.8,8.5,3733,"POINT (-93.29524882 44.96791409)",27053105500,0.0412603150787697
"434",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.8,9.5,10.2,4637,"POINT (-93.32906111 45.05283786)",27053020400,0.846211552888222
"435",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",7.9,7.6,8.3,6952,"POINT (-93.45623164 44.81628425)",27053026018,0.013503375843961
"436",2020,"MN","Minnesota","Olmsted",27109,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.3,9.3,2299,"POINT (-92.4705102 44.05292239)",27109001503,0.36384096024006
"437",2020,"MN","Minnesota","Le Sueur",27079,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.6,9.4,4351,"POINT (-93.60113089 44.37846312)",27079950300,0.439609902475619
"438",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.2,7.9,8.5,2651,"POINT (-93.31487655 44.97211659)",27053105100,0.0622655663915979
"439",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.3,9.1,4186,"POINT (-93.39065884 44.9957158)",27053021601,0.307576894223556
"440",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.2,7.8,8.6,3195,"POINT (-93.54226826 44.90142533)",27053027504,0.0622655663915979
"441",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8.1,8.8,4038,"POINT (-93.32395961 44.92601493)",27053109800,0.141035258814704
"442",2020,"MN","Minnesota","Pennington",27113,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,8.9,10,3040,"POINT (-96.1968657 48.10926107)",27113090400,0.731432858214554
"443",2020,"MN","Minnesota","Lake",27075,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.1,8.9,2432,"POINT (-91.31194315 47.28678875)",27075370300,0.190547636909227
"444",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.1,9.1,6074,"POINT (-93.42041278 45.01254765)",27053026512,0.246811702925731
"445",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",13.1,12.1,14.3,8094,"POINT (-93.24185165 44.9692579)",27053104800,0.99774943735934
"446",2020,"MN","Minnesota","Morrison",27097,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.4,5091,"POINT (-93.9826686 45.90659253)",27097780500,0.517629407351838
"447",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.2,7.8,8.7,7713,"POINT (-93.47687613 45.09235056)",27053026716,0.0622655663915979
"448",2020,"MN","Minnesota","Ramsey",27123,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8.1,8.8,4071,"POINT (-93.06034053 44.98679349)",27123030602,0.141035258814704
"449",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.1,8.8,2832,"POINT (-93.45785528 44.87642695)",27053026006,0.190547636909227
"450",2020,"MN","Minnesota","Lyon",27083,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.5,9.5,2134,"POINT (-95.61366432 44.23889379)",27083360700,0.517629407351838
"451",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.2,9.1,4384,"POINT (-93.57164286 44.91189902)",27053027501,0.246811702925731
"452",2020,"MN","Minnesota","Kandiyohi",27067,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.8,9.2,10.4,4791,"POINT (-95.02588233 45.11273336)",27067781000,0.846211552888222
"453",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.1,7.7,8.5,3113,"POINT (-93.50228469 44.9219728)",27053026201,0.0412603150787697
"454",2020,"MN","Minnesota","Mille Lacs",27095,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.6,10.2,11.1,3123,"POINT (-93.7315552 46.11352204)",27095970200,0.943735933983496
"455",2020,"MN","Minnesota","Nicollet",27103,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8,8.9,3180,"POINT (-94.04412787 44.19183598)",27103480502,0.141035258814704
"456",2020,"MN","Minnesota","Kandiyohi",27067,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.3,8.8,2327,"POINT (-95.13095274 45.32271884)",27067780200,0.190547636909227
"457",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.6,9.2,10.1,2980,"POINT (-93.26623859 44.8654782)",27053024802,0.807951987996999
"458",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.5,9.1,10,3137,"POINT (-93.32680205 45.01255724)",27053021400,0.77344336084021
"459",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.1,7.7,8.4,8568,"POINT (-93.46652777 45.04795395)",27053026612,0.0412603150787697
"460",2020,"MN","Minnesota","Norman",27107,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.7,9.3,2760,"POINT (-96.25136314 47.32517722)",27107960100,0.439609902475619
"461",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8,7.7,8.4,4254,"POINT (-93.30890035 44.8673647)",27053024300,0.0255063765941485
"462",2020,"MN","Minnesota","Olmsted",27109,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.3,9.4,4891,"POINT (-92.65074525 44.03533738)",27109001800,0.36384096024006
"463",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",11.9,11.4,12.4,2437,"POINT (-93.28469547 45.00950963)",27053101600,0.984246061515379
"464",2020,"MN","Minnesota","Ramsey",27123,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.8,9.4,10.2,4101,"POINT (-93.13654843 44.95801363)",27123032500,0.846211552888222
"465",2020,"MN","Minnesota","Kandiyohi",27067,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.3,8.9,3624,"POINT (-94.93639188 45.15848556)",27067780400,0.246811702925731
"466",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.4,9.5,2898,"POINT (-93.21509857 44.96912336)",27053125600,0.439609902475619
"467",2020,"MN","Minnesota","Mille Lacs",27095,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,8.8,9.9,5675,"POINT (-93.58062478 45.58722432)",27095170700,0.731432858214554
"468",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.1,9,1745,"POINT (-93.20775382 44.93789306)",27053109000,0.190547636909227
"469",2020,"MN","Minnesota","Olmsted",27109,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.9,9.4,10.5,4430,"POINT (-92.4802911 44.07105398)",27109001702,0.868717179294824
"470",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.8,9.4,4948,"POINT (-93.25926736 44.83872845)",27053025205,0.591147786946737
"471",2020,"MN","Minnesota","Pine",27115,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.9,9.6,2932,"POINT (-92.92720807 46.33409499)",27115950200,0.653413353338335
"472",2020,"MN","Minnesota","Otter Tail",27111,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.7,9.3,4327,"POINT (-95.41302224 46.50060018)",27111960600,0.517629407351838
"473",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.5,9.5,3717,"POINT (-93.42223886 44.89924381)",27053026104,0.439609902475619
"474",2020,"MN","Minnesota","Mower",27099,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.5,9.5,2035,"POINT (-92.9718876 43.68887055)",27099000100,0.517629407351838
"475",2020,"MN","Minnesota","Ramsey",27123,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.2,8.9,1818,"POINT (-93.09058628 44.94686665)",27123034201,0.190547636909227
"476",2020,"MN","Minnesota","Itasca",27061,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.6,9.2,10,2544,"POINT (-93.13460837 47.45807169)",27061480500,0.807951987996999
"477",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.9,10.3,11.5,1821,"POINT (-93.22651358 44.96183978)",27053106400,0.954988747186797
"478",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.2,8.7,4587,"POINT (-93.46130905 45.0111691)",27053026514,0.190547636909227
"479",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.9,9.8,2252,"POINT (-93.24917246 44.93655152)",27053109700,0.691672918229557
"480",2020,"MN","Minnesota","Ramsey",27123,"Current asthma among adults aged >=18 years","%","Crude prevalence",13.6,12.7,14.5,1507,"POINT (-93.12066752 44.95294503)",27123033600,0.999249812453113
"481",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.3,8.8,3014,"POINT (-93.26875415 44.90980841)",27053111600,0.190547636909227
"482",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",7.9,7.5,8.4,4924,"POINT (-93.3653946 44.89677174)",27053023700,0.013503375843961
"483",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.1,8.9,3204,"POINT (-93.43770763 44.93554966)",27053026101,0.190547636909227
"484",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.3,9.3,7749,"POINT (-93.42872003 45.10563421)",27053026710,0.36384096024006
