tract_id,pct_ebll_cat,primary_county,num_EBLLs_tract,tested,pct_ebll_county,per_eblls_label,pct_ebll_cat_label
27053001100,2,Hennepin County,*1-4,173,0.9%,About 0.8%,No significant difference
27053001700,2,Hennepin County,0,204,0.9%,0.0%,No significant difference
27053002200,3,Hennepin County,8,227,0.9%,3.5%,Significantly higher (1-2 times)
27053002400,2,Hennepin County,*1-4,163,0.9%,About 0.8%,No significant difference
27053002700,3,Hennepin County,7,291,0.9%,2.4%,Significantly higher (1-2 times)
27053003200,2,Hennepin County,*1-4,161,0.9%,About 0.8%,No significant difference
27053003300,2,Hennepin County,5,285,0.9%,1.8%,No significant difference
27053003800,2,Hennepin County,0,90,0.9%,0.0%,No significant difference
27053005901,2,Hennepin County,*1-4,157,0.9%,About 0.8%,No significant difference
27053005902,3,Hennepin County,11,402,0.9%,2.7%,Significantly higher (1-2 times)
27053006800,2,Hennepin County,*1-4,160,0.9%,About 0.8%,No significant difference
27053007700,2,Hennepin County,*1-4,266,0.9%,About 0.8%,No significant difference
27053007801,2,Hennepin County,*1-4,172,0.9%,About 0.8%,No significant difference
27053008100,2,Hennepin County,*1-4,98,0.9%,About 0.8%,No significant difference
27053008200,3,Hennepin County,9,234,0.9%,3.8%,Significantly higher (1-2 times)
27053008300,4,Hennepin County,9,198,0.9%,4.5%,Significantly higher (3+ times)
27053008400,4,Hennepin County,15,265,0.9%,5.7%,Significantly higher (3+ times)
27053008500,4,Hennepin County,17,384,0.9%,4.4%,Significantly higher (3+ times)
27053009500,3,Hennepin County,6,243,0.9%,2.5%,Significantly higher (1-2 times)
27053009600,3,Hennepin County,9,271,0.9%,3.3%,Significantly higher (1-2 times)
27053010600,2,Hennepin County,0,183,0.9%,0.0%,No significant difference
27053010700,2,Hennepin County,0,124,0.9%,0.0%,No significant difference
27053011000,2,Hennepin County,*1-4,293,0.9%,About 0.8%,No significant difference
27053011703,2,Hennepin County,*1-4,337,0.9%,About 0.8%,No significant difference
27053011704,2,Hennepin County,0,255,0.9%,0.0%,No significant difference
27053011800,2,Hennepin County,*1-4,372,0.9%,About 0.8%,No significant difference
27053011998,2,Hennepin County,0,285,0.9%,0.0%,No significant difference
27053012001,2,Hennepin County,*1-4,551,0.9%,About 0.8%,No significant difference
27053012003,1,Hennepin County,0,468,0.9%,0.0%,Significantly lower (<0.7%)
27053012101,2,Hennepin County,0,281,0.9%,0.0%,No significant difference
27053012102,2,Hennepin County,*1-4,196,0.9%,About 0.8%,No significant difference
27053020101,2,Hennepin County,0,182,0.9%,0.0%,No significant difference
27053020102,2,Hennepin County,0,103,0.9%,0.0%,No significant difference
27053020200,2,Hennepin County,*1-4,765,0.9%,About 0.8%,No significant difference
27053020301,2,Hennepin County,*1-4,246,0.9%,About 0.8%,No significant difference
27053020302,2,Hennepin County,*1-4,230,0.9%,About 0.8%,No significant difference
27053020303,2,Hennepin County,*1-4,362,0.9%,About 0.8%,No significant difference
27053020304,2,Hennepin County,*1-4,390,0.9%,About 0.8%,No significant difference
27053020400,2,Hennepin County,*1-4,356,0.9%,About 0.8%,No significant difference
27053020500,2,Hennepin County,0,325,0.9%,0.0%,No significant difference
27053020600,2,Hennepin County,*1-4,160,0.9%,About 0.8%,No significant difference
27053020700,2,Hennepin County,*1-4,264,0.9%,About 0.8%,No significant difference
27053020801,2,Hennepin County,0,107,0.9%,0.0%,No significant difference
27053020804,2,Hennepin County,0,207,0.9%,0.0%,No significant difference
27053020902,2,Hennepin County,*1-4,129,0.9%,About 0.8%,No significant difference
27053020903,2,Hennepin County,*1-4,150,0.9%,About 0.8%,No significant difference
27053021001,2,Hennepin County,0,319,0.9%,0.0%,No significant difference
27053021002,2,Hennepin County,0,126,0.9%,0.0%,No significant difference
27053021100,2,Hennepin County,*1-4,127,0.9%,About 0.8%,No significant difference
27053021200,2,Hennepin County,*1-4,241,0.9%,About 0.8%,No significant difference
27053021300,2,Hennepin County,*1-4,283,0.9%,About 0.8%,No significant difference
27053021400,2,Hennepin County,0,208,0.9%,0.0%,No significant difference
27053021501,2,Hennepin County,*1-4,217,0.9%,About 0.8%,No significant difference
27053021502,2,Hennepin County,0,314,0.9%,0.0%,No significant difference
27053021503,2,Hennepin County,*1-4,272,0.9%,About 0.8%,No significant difference
27053021504,2,Hennepin County,0,184,0.9%,0.0%,No significant difference
27053021505,2,Hennepin County,*1-4,235,0.9%,About 0.8%,No significant difference
27053021601,2,Hennepin County,0,178,0.9%,0.0%,No significant difference
27053021602,2,Hennepin County,0,216,0.9%,0.0%,No significant difference
27053021700,2,Hennepin County,*1-4,270,0.9%,About 0.8%,No significant difference
27053021800,2,Hennepin County,0,111,0.9%,0.0%,No significant difference
27053021900,2,Hennepin County,*1-4,147,0.9%,About 0.8%,No significant difference
27053022000,2,Hennepin County,0,31,0.9%,0.0%,No significant difference
27053022101,2,Hennepin County,0,167,0.9%,0.0%,No significant difference
27053022102,2,Hennepin County,0,142,0.9%,0.0%,No significant difference
27053022200,2,Hennepin County,*1-4,213,0.9%,About 0.8%,No significant difference
27053022301,2,Hennepin County,0,69,0.9%,0.0%,No significant difference
27053022302,2,Hennepin County,0,176,0.9%,0.0%,No significant difference
27053022400,2,Hennepin County,*1-4,249,0.9%,About 0.8%,No significant difference
27053022700,2,Hennepin County,*1-4,235,0.9%,About 0.8%,No significant difference
27053022801,2,Hennepin County,0,137,0.9%,0.0%,No significant difference
27053022802,2,Hennepin County,*1-4,156,0.9%,About 0.8%,No significant difference
27053022901,2,Hennepin County,0,189,0.9%,0.0%,No significant difference
27053022902,2,Hennepin County,*1-4,119,0.9%,About 0.8%,No significant difference
27053023000,2,Hennepin County,*1-4,207,0.9%,About 0.8%,No significant difference
27053023100,2,Hennepin County,0,108,0.9%,0.0%,No significant difference
27053023200,3,Hennepin County,11,465,0.9%,2.4%,Significantly higher (1-2 times)
27053023300,2,Hennepin County,*1-4,331,0.9%,About 0.8%,No significant difference
27053023400,2,Hennepin County,*1-4,389,0.9%,About 0.8%,No significant difference
27053023501,2,Hennepin County,0,202,0.9%,0.0%,No significant difference
27053023502,2,Hennepin County,*1-4,257,0.9%,About 0.8%,No significant difference
27053023600,2,Hennepin County,0,136,0.9%,0.0%,No significant difference
27053023700,2,Hennepin County,0,237,0.9%,0.0%,No significant difference
27053023801,2,Hennepin County,0,346,0.9%,0.0%,No significant difference
27053023802,2,Hennepin County,*1-4,208,0.9%,About 0.8%,No significant difference
27053023901,2,Hennepin County,0,210,0.9%,0.0%,No significant difference
27053023902,2,Hennepin County,0,74,0.9%,0.0%,No significant difference
27053023903,2,Hennepin County,*1-4,123,0.9%,About 0.8%,No significant difference
27053024003,3,Hennepin County,9,385,0.9%,2.3%,Significantly higher (1-2 times)
27053024004,2,Hennepin County,*1-4,182,0.9%,About 0.8%,No significant difference
27053024005,2,Hennepin County,*1-4,92,0.9%,About 0.8%,No significant difference
27053024006,2,Hennepin County,0,93,0.9%,0.0%,No significant difference
27053024100,2,Hennepin County,0,259,0.9%,0.0%,No significant difference
27053024200,2,Hennepin County,0,207,0.9%,0.0%,No significant difference
27053024300,3,Hennepin County,9,259,0.9%,3.5%,Significantly higher (1-2 times)
27053024400,2,Hennepin County,0,215,0.9%,0.0%,No significant difference
27053024500,2,Hennepin County,*1-4,169,0.9%,About 0.8%,No significant difference
27053024600,2,Hennepin County,*1-4,296,0.9%,About 0.8%,No significant difference
27053024700,2,Hennepin County,*1-4,248,0.9%,About 0.8%,No significant difference
27053024801,2,Hennepin County,*1-4,231,0.9%,About 0.8%,No significant difference
27053024802,3,Hennepin County,8,284,0.9%,2.8%,Significantly higher (1-2 times)
27053024901,2,Hennepin County,0,73,0.9%,0.0%,No significant difference
27053024902,2,Hennepin County,*1-4,167,0.9%,About 0.8%,No significant difference
27053024903,3,Hennepin County,5,226,0.9%,2.2%,Significantly higher (1-2 times)
27053025100,2,Hennepin County,*1-4,208,0.9%,About 0.8%,No significant difference
27053025201,2,Hennepin County,*1-4,407,0.9%,About 0.8%,No significant difference
27053025205,2,Hennepin County,*1-4,377,0.9%,About 0.8%,No significant difference
27053025301,2,Hennepin County,0,108,0.9%,0.0%,No significant difference
27053025302,2,Hennepin County,0,255,0.9%,0.0%,No significant difference
27053025401,2,Hennepin County,*1-4,275,0.9%,About 0.8%,No significant difference
27053025403,2,Hennepin County,0,265,0.9%,0.0%,No significant difference
27053025601,2,Hennepin County,0,143,0.9%,0.0%,No significant difference
27053025603,2,Hennepin County,0,221,0.9%,0.0%,No significant difference
27053025605,2,Hennepin County,0,217,0.9%,0.0%,No significant difference
27053025701,2,Hennepin County,0,405,0.9%,0.0%,No significant difference
27053025702,2,Hennepin County,*1-4,285,0.9%,About 0.8%,No significant difference
27053025801,2,Hennepin County,0,196,0.9%,0.0%,No significant difference
27053025802,2,Hennepin County,0,161,0.9%,0.0%,No significant difference
27053025803,2,Hennepin County,0,183,0.9%,0.0%,No significant difference
27053025805,2,Hennepin County,0,127,0.9%,0.0%,No significant difference
27053025903,2,Hennepin County,5,280,0.9%,1.8%,No significant difference
27053025905,2,Hennepin County,0,148,0.9%,0.0%,No significant difference
27053025906,2,Hennepin County,0,284,0.9%,0.0%,No significant difference
27053025907,2,Hennepin County,0,172,0.9%,0.0%,No significant difference
27053026005,2,Hennepin County,0,203,0.9%,0.0%,No significant difference
27053026006,2,Hennepin County,*1-4,152,0.9%,About 0.8%,No significant difference
27053026007,2,Hennepin County,*1-4,200,0.9%,About 0.8%,No significant difference
27053026013,2,Hennepin County,0,153,0.9%,0.0%,No significant difference
27053026014,2,Hennepin County,0,220,0.9%,0.0%,No significant difference
27053026015,2,Hennepin County,0,237,0.9%,0.0%,No significant difference
27053026016,2,Hennepin County,0,344,0.9%,0.0%,No significant difference
27053026018,2,Hennepin County,*1-4,268,0.9%,About 0.8%,No significant difference
27053026019,3,Hennepin County,13,507,0.9%,2.6%,Significantly higher (1-2 times)
27053026020,2,Hennepin County,*1-4,240,0.9%,About 0.8%,No significant difference
27053026021,2,Hennepin County,*1-4,150,0.9%,About 0.8%,No significant difference
27053026022,2,Hennepin County,*1-4,238,0.9%,About 0.8%,No significant difference
27053026101,2,Hennepin County,0,130,0.9%,0.0%,No significant difference
27053026103,2,Hennepin County,*1-4,110,0.9%,About 0.8%,No significant difference
27053026104,2,Hennepin County,0,154,0.9%,0.0%,No significant difference
27053026201,2,Hennepin County,*1-4,100,0.9%,About 0.8%,No significant difference
27053026202,2,Hennepin County,0,96,0.9%,0.0%,No significant difference
27053026205,2,Hennepin County,*1-4,110,0.9%,About 0.8%,No significant difference
27053026206,2,Hennepin County,0,101,0.9%,0.0%,No significant difference
27053026207,2,Hennepin County,*1-4,151,0.9%,About 0.8%,No significant difference
27053026208,2,Hennepin County,0,129,0.9%,0.0%,No significant difference
27053026301,2,Hennepin County,0,88,0.9%,0.0%,No significant difference
27053026302,2,Hennepin County,0,116,0.9%,0.0%,No significant difference
27053026402,2,Hennepin County,*1-4,279,0.9%,About 0.8%,No significant difference
27053026403,2,Hennepin County,*1-4,173,0.9%,About 0.8%,No significant difference
27053026404,2,Hennepin County,0,146,0.9%,0.0%,No significant difference
27053026505,2,Hennepin County,0,130,0.9%,0.0%,No significant difference
27053026507,2,Hennepin County,*1-4,228,0.9%,About 0.8%,No significant difference
27053026508,2,Hennepin County,0,145,0.9%,0.0%,No significant difference
27053026509,2,Hennepin County,0,129,0.9%,0.0%,No significant difference
27053026510,2,Hennepin County,*1-4,128,0.9%,About 0.8%,No significant difference
27053026511,2,Hennepin County,0,186,0.9%,0.0%,No significant difference
27053026512,2,Hennepin County,0,208,0.9%,0.0%,No significant difference
27053026514,2,Hennepin County,0,261,0.9%,0.0%,No significant difference
27053026605,2,Hennepin County,0,108,0.9%,0.0%,No significant difference
27053026606,2,Hennepin County,0,195,0.9%,0.0%,No significant difference
27053026609,2,Hennepin County,*1-4,95,0.9%,About 0.8%,No significant difference
27053026610,2,Hennepin County,0,145,0.9%,0.0%,No significant difference
27053026611,2,Hennepin County,0,179,0.9%,0.0%,No significant difference
27053026612,2,Hennepin County,*1-4,410,0.9%,About 0.8%,No significant difference
27053026613,2,Hennepin County,*1-4,422,0.9%,About 0.8%,No significant difference
27053026702,2,Hennepin County,0,110,0.9%,0.0%,No significant difference
27053026706,2,Hennepin County,0,167,0.9%,0.0%,No significant difference
27053026707,2,Hennepin County,0,237,0.9%,0.0%,No significant difference
27053026708,2,Hennepin County,*1-4,185,0.9%,About 0.8%,No significant difference
27053026710,2,Hennepin County,*1-4,440,0.9%,About 0.8%,No significant difference
27053026711,2,Hennepin County,0,131,0.9%,0.0%,No significant difference
27053026712,2,Hennepin County,0,129,0.9%,0.0%,No significant difference
27053026713,2,Hennepin County,*1-4,184,0.9%,About 0.8%,No significant difference
27053026714,2,Hennepin County,*1-4,380,0.9%,About 0.8%,No significant difference
27053026715,1,Hennepin County,0,453,0.9%,0.0%,Significantly lower (<0.7%)
27053026716,2,Hennepin County,0,258,0.9%,0.0%,No significant difference
27053026807,2,Hennepin County,*1-4,417,0.9%,About 0.8%,No significant difference
27053026809,2,Hennepin County,5,656,0.9%,0.8%,No significant difference
27053026810,2,Hennepin County,*1-4,641,0.9%,About 0.8%,No significant difference
27053026811,1,Hennepin County,0,539,0.9%,0.0%,Significantly lower (<0.7%)
27053026812,1,Hennepin County,0,482,0.9%,0.0%,Significantly lower (<0.7%)
27053026814,2,Hennepin County,*1-4,578,0.9%,About 0.8%,No significant difference
27053026815,2,Hennepin County,0,352,0.9%,0.0%,No significant difference
27053026816,2,Hennepin County,*1-4,586,0.9%,About 0.8%,No significant difference
27053026818,1,Hennepin County,0,439,0.9%,0.0%,Significantly lower (<0.7%)
27053026819,1,Hennepin County,0,550,0.9%,0.0%,Significantly lower (<0.7%)
27053026820,1,Hennepin County,0,654,0.9%,0.0%,Significantly lower (<0.7%)
27053026822,2,Hennepin County,0,247,0.9%,0.0%,No significant difference
27053026823,2,Hennepin County,0,266,0.9%,0.0%,No significant difference
27053026903,2,Hennepin County,0,231,0.9%,0.0%,No significant difference
27053026906,2,Hennepin County,*1-4,374,0.9%,About 0.8%,No significant difference
27053026907,2,Hennepin County,0,213,0.9%,0.0%,No significant difference
27053026908,2,Hennepin County,0,340,0.9%,0.0%,No significant difference
27053026909,2,Hennepin County,0,374,0.9%,0.0%,No significant difference
27053026910,2,Hennepin County,0,277,0.9%,0.0%,No significant difference
27053027001,2,Hennepin County,0,101,0.9%,0.0%,No significant difference
27053027002,2,Hennepin County,0,149,0.9%,0.0%,No significant difference
27053027101,2,Hennepin County,*1-4,233,0.9%,About 0.8%,No significant difference
27053027102,2,Hennepin County,0,175,0.9%,0.0%,No significant difference
27053027201,2,Hennepin County,0,136,0.9%,0.0%,No significant difference
27053027202,2,Hennepin County,*1-4,50,0.9%,About 0.8%,No significant difference
27053027203,2,Hennepin County,0,64,0.9%,0.0%,No significant difference
27053027300,2,Hennepin County,*1-4,113,0.9%,About 0.8%,No significant difference
27053027400,2,Hennepin County,0,79,0.9%,0.0%,No significant difference
27053027501,2,Hennepin County,*1-4,116,0.9%,About 0.8%,No significant difference
27053027503,2,Hennepin County,0,92,0.9%,0.0%,No significant difference
27053027504,2,Hennepin County,0,78,0.9%,0.0%,No significant difference
27053027601,2,Hennepin County,0,108,0.9%,0.0%,No significant difference
27053027602,2,Hennepin County,0,169,0.9%,0.0%,No significant difference
27053027700,2,Hennepin County,0,295,0.9%,0.0%,No significant difference
27053100200,2,Hennepin County,*1-4,287,0.9%,About 0.8%,No significant difference
27053100400,3,Hennepin County,9,320,0.9%,2.8%,Significantly higher (1-2 times)
27053100500,2,Hennepin County,0,113,0.9%,0.0%,No significant difference
27053100700,2,Hennepin County,*1-4,246,0.9%,About 0.8%,No significant difference
27053100800,2,Hennepin County,7,434,0.9%,1.6%,No significant difference
27053100900,3,Hennepin County,15,582,0.9%,2.6%,Significantly higher (1-2 times)
27053101200,2,Hennepin County,*1-4,314,0.9%,About 0.8%,No significant difference
27053101300,2,Hennepin County,*1-4,212,0.9%,About 0.8%,No significant difference
27053101600,3,Hennepin County,12,402,0.9%,3.0%,Significantly higher (1-2 times)
27053101800,2,Hennepin County,*1-4,277,0.9%,About 0.8%,No significant difference
27053101900,2,Hennepin County,*1-4,141,0.9%,About 0.8%,No significant difference
27053102000,3,Hennepin County,6,250,0.9%,2.4%,Significantly higher (1-2 times)
27053102100,3,Hennepin County,9,337,0.9%,2.7%,Significantly higher (1-2 times)
27053102300,3,Hennepin County,*1-4,117,0.9%,> 0.8%,Significantly higher (1-2 times)
27053102500,2,Hennepin County,*1-4,143,0.9%,About 0.8%,No significant difference
27053102600,2,Hennepin County,*1-4,134,0.9%,About 0.8%,No significant difference
27053102800,3,Hennepin County,11,404,0.9%,2.7%,Significantly higher (1-2 times)
27053102900,3,Hennepin County,5,102,0.9%,4.9%,Significantly higher (1-2 times)
27053103000,2,Hennepin County,0,69,0.9%,0.0%,No significant difference
27053103100,3,Hennepin County,*1-4,103,0.9%,> 0.8%,Significantly higher (1-2 times)
27053103400,2,Hennepin County,*1-4,374,0.9%,About 0.8%,No significant difference
27053103600,2,Hennepin County,0,64,0.9%,0.0%,No significant difference
27053103700,2,Hennepin County,0,90,0.9%,0.0%,No significant difference
27053103900,2,Hennepin County,0,34,0.9%,0.0%,No significant difference
27053104000,2,Hennepin County,0,349,0.9%,0.0%,No significant difference
27053104100,2,Hennepin County,*1-4,275,0.9%,About 0.8%,No significant difference
27053104400,4,Hennepin County,*1-4,44,0.9%,> 0.8%,Significantly higher (3+ times)
27053104800,3,Hennepin County,12,627,0.9%,1.9%,Significantly higher (1-2 times)
27053104900,2,Hennepin County,0,133,0.9%,0.0%,No significant difference
27053105100,2,Hennepin County,*1-4,132,0.9%,About 0.8%,No significant difference
27053105201,3,Hennepin County,*1-4,82,0.9%,> 0.8%,Significantly higher (1-2 times)
27053105204,2,Hennepin County,0,94,0.9%,0.0%,No significant difference
27053105400,2,Hennepin County,*1-4,150,0.9%,About 0.8%,No significant difference
27053105500,3,Hennepin County,*1-4,91,0.9%,> 0.8%,Significantly higher (1-2 times)
27053105600,2,Hennepin County,*1-4,127,0.9%,About 0.8%,No significant difference
27053105700,2,Hennepin County,*1-4,72,0.9%,About 0.8%,No significant difference
27053106000,3,Hennepin County,7,277,0.9%,2.5%,Significantly higher (1-2 times)
27053106200,2,Hennepin County,*1-4,379,0.9%,About 0.8%,No significant difference
27053106400,2,Hennepin County,0,98,0.9%,0.0%,No significant difference
27053106500,2,Hennepin County,*1-4,157,0.9%,About 0.8%,No significant difference
27053106600,4,Hennepin County,5,85,0.9%,5.9%,Significantly higher (3+ times)
27053106700,2,Hennepin County,0,97,0.9%,0.0%,No significant difference
27053106900,3,Hennepin County,*1-4,111,0.9%,> 0.8%,Significantly higher (1-2 times)
27053107000,3,Hennepin County,6,238,0.9%,2.5%,Significantly higher (1-2 times)
27053107400,2,Hennepin County,*1-4,152,0.9%,About 0.8%,No significant difference
27053107500,2,Hennepin County,0,108,0.9%,0.0%,No significant difference
27053107600,2,Hennepin County,*1-4,239,0.9%,About 0.8%,No significant difference
27053108000,2,Hennepin County,*1-4,85,0.9%,About 0.8%,No significant difference
27053108600,4,Hennepin County,11,248,0.9%,4.4%,Significantly higher (3+ times)
27053108700,3,Hennepin County,9,329,0.9%,2.7%,Significantly higher (1-2 times)
27053108800,2,Hennepin County,*1-4,279,0.9%,About 0.8%,No significant difference
27053108900,2,Hennepin County,*1-4,161,0.9%,About 0.8%,No significant difference
27053109000,2,Hennepin County,0,141,0.9%,0.0%,No significant difference
27053109100,2,Hennepin County,0,145,0.9%,0.0%,No significant difference
27053109200,2,Hennepin County,*1-4,112,0.9%,About 0.8%,No significant difference
27053109300,3,Hennepin County,6,232,0.9%,2.6%,Significantly higher (1-2 times)
27053109400,3,Hennepin County,9,221,0.9%,4.1%,Significantly higher (1-2 times)
27053109700,2,Hennepin County,*1-4,176,0.9%,About 0.8%,No significant difference
27053109800,2,Hennepin County,0,281,0.9%,0.0%,No significant difference
27053109900,3,Hennepin County,6,263,0.9%,2.3%,Significantly higher (1-2 times)
27053110000,3,Hennepin County,*1-4,147,0.9%,> 0.8%,Significantly higher (1-2 times)
27053110100,2,Hennepin County,*1-4,219,0.9%,About 0.8%,No significant difference
27053110200,2,Hennepin County,*1-4,296,0.9%,About 0.8%,No significant difference
27053110400,2,Hennepin County,*1-4,292,0.9%,About 0.8%,No significant difference
27053110500,2,Hennepin County,*1-4,302,0.9%,About 0.8%,No significant difference
27053110800,2,Hennepin County,*1-4,315,0.9%,About 0.8%,No significant difference
27053110900,2,Hennepin County,*1-4,287,0.9%,About 0.8%,No significant difference
27053111100,2,Hennepin County,*1-4,262,0.9%,About 0.8%,No significant difference
27053111200,2,Hennepin County,0,232,0.9%,0.0%,No significant difference
27053111300,2,Hennepin County,*1-4,397,0.9%,About 0.8%,No significant difference
27053111400,2,Hennepin County,0,315,0.9%,0.0%,No significant difference
27053111500,2,Hennepin County,*1-4,351,0.9%,About 0.8%,No significant difference
27053111600,2,Hennepin County,*1-4,230,0.9%,About 0.8%,No significant difference
27053122500,2,Hennepin County,0,228,0.9%,0.0%,No significant difference
27053122600,2,Hennepin County,0,141,0.9%,0.0%,No significant difference
27053125500,2,Hennepin County,0,241,0.9%,0.0%,No significant difference
27053125600,2,Hennepin County,*1-4,137,0.9%,About 0.8%,No significant difference
27053125700,3,Hennepin County,12,454,0.9%,2.6%,Significantly higher (1-2 times)
27053125800,3,Hennepin County,16,565,0.9%,2.8%,Significantly higher (1-2 times)
27053125900,3,Hennepin County,13,534,0.9%,2.4%,Significantly higher (1-2 times)
27053126000,3,Hennepin County,14,440,0.9%,3.2%,Significantly higher (1-2 times)
27053126100,3,Hennepin County,9,563,0.9%,1.6%,Significantly higher (1-2 times)
27053126200,3,Hennepin County,6,336,0.9%,1.8%,Significantly higher (1-2 times)
27053980000,3,Hennepin County,*1-4,11,0.9%,> 0.8%,Significantly higher (1-2 times)
27055020100,2,Houston County,0,100,0.4%,0.0%,No significant difference
27055020200,2,Houston County,*1-4,81,0.4%,About 0.8%,No significant difference
27055020300,2,Houston County,0,58,0.4%,0.0%,No significant difference
27055020500,2,Houston County,0,66,0.4%,0.0%,No significant difference
27055020900,2,Houston County,*1-4,107,0.4%,About 0.8%,No significant difference
27057070100,2,Hubbard County,*1-4,146,0.4%,About 0.8%,No significant difference
27057070200,3,Hubbard County,*1-4,38,0.4%,> 0.8%,Significantly higher (1-2 times)
27057070300,2,Hubbard County,0,42,0.4%,0.0%,No significant difference
27057070400,2,Hubbard County,0,57,0.4%,0.0%,No significant difference
27057070500,2,Hubbard County,0,81,0.4%,0.0%,No significant difference
27057070600,2,Hubbard County,0,143,0.4%,0.0%,No significant difference
27057070700,2,Hubbard County,0,58,0.4%,0.0%,No significant difference
27059130100,2,Isanti County,*1-4,123,0.6%,About 0.8%,No significant difference
27059130200,2,Isanti County,*1-4,187,0.6%,About 0.8%,No significant difference
27059130301,2,Isanti County,5,600,0.6%,0.8%,No significant difference
27059130302,3,Isanti County,*1-4,118,0.6%,> 0.8%,Significantly higher (1-2 times)
27059130400,2,Isanti County,*1-4,153,0.6%,About 0.8%,No significant difference
27059130501,2,Isanti County,*1-4,234,0.6%,About 0.8%,No significant difference
27059130502,2,Isanti County,*1-4,517,0.6%,About 0.8%,No significant difference
27059130600,2,Isanti County,0,162,0.6%,0.0%,No significant difference
27061480100,2,Itasca County,0,72,0.4%,0.0%,No significant difference
27061480300,2,Itasca County,0,185,0.4%,0.0%,No significant difference
27061480400,2,Itasca County,0,124,0.4%,0.0%,No significant difference
27061480500,3,Itasca County,*1-4,93,0.4%,> 0.8%,Significantly higher (1-2 times)
27061480600,2,Itasca County,0,124,0.4%,0.0%,No significant difference
27061480700,2,Itasca County,0,231,0.4%,0.0%,No significant difference
27061480801,2,Itasca County,0,128,0.4%,0.0%,No significant difference
27061480802,2,Itasca County,*1-4,281,0.4%,About 0.8%,No significant difference
27061480900,2,Itasca County,0,375,0.4%,0.0%,No significant difference
27061481000,2,Itasca County,*1-4,125,0.4%,About 0.8%,No significant difference
27061940000,2,Itasca County,0,175,0.4%,0.0%,No significant difference
27063480100,2,Jackson County,0,62,0.8%,0.0%,No significant difference
27063480200,2,Jackson County,0,91,0.8%,0.0%,No significant difference
27063480300,2,Jackson County,*1-4,87,0.8%,About 0.8%,No significant difference
27063480400,2,Jackson County,*1-4,149,0.8%,About 0.8%,No significant difference
27065480100,2,Kanabec County,0,85,0.3%,0.0%,No significant difference
27065480200,2,Kanabec County,0,96,0.3%,0.0%,No significant difference
27065480300,2,Kanabec County,0,141,0.3%,0.0%,No significant difference
27065480400,2,Kanabec County,*1-4,122,0.3%,About 0.8%,No significant difference
27067770900,2,Kandiyohi County,*1-4,230,1.3%,About 0.8%,No significant difference
27067780100,2,Kandiyohi County,0,109,1.3%,0.0%,No significant difference
27067780200,2,Kandiyohi County,0,75,1.3%,0.0%,No significant difference
27067780300,2,Kandiyohi County,0,185,1.3%,0.0%,No significant difference
27067780400,2,Kandiyohi County,0,121,1.3%,0.0%,No significant difference
27067780500,3,Kandiyohi County,7,359,1.3%,1.9%,Significantly higher (1-2 times)
27067780600,2,Kandiyohi County,*1-4,207,1.3%,About 0.8%,No significant difference
27067780700,3,Kandiyohi County,8,240,1.3%,3.3%,Significantly higher (1-2 times)
27067780800,3,Kandiyohi County,7,197,1.3%,3.6%,Significantly higher (1-2 times)
27067781000,2,Kandiyohi County,7,444,1.3%,1.6%,No significant difference
27067781100,2,Kandiyohi County,*1-4,104,1.3%,About 0.8%,No significant difference
27067781200,2,Kandiyohi County,0,136,1.3%,0.0%,No significant difference
27069090100,2,Kittson County,0,38,0.0%,0.0%,No significant difference
27069090200,2,Kittson County,0,16,0.0%,0.0%,No significant difference
27071790100,2,Koochiching County,*1-4,79,0.4%,About 0.8%,No significant difference
27071790200,2,Koochiching County,0,204,0.4%,0.0%,No significant difference
27071790300,2,Koochiching County,0,61,0.4%,0.0%,No significant difference
27071790500,2,Koochiching County,0,49,0.4%,0.0%,No significant difference
27073180100,2,Lac qui Parle County,*1-4,76,0.9%,About 0.8%,No significant difference
27073180200,2,Lac qui Parle County,0,70,0.9%,0.0%,No significant difference
27073180300,2,Lac qui Parle County,0,122,0.9%,0.0%,No significant difference
27075370100,2,Lake County,*1-4,120,1.0%,About 0.8%,No significant difference
27075370300,2,Lake County,0,99,1.0%,0.0%,No significant difference
27075370400,2,Lake County,*1-4,195,1.0%,About 0.8%,No significant difference
27077460300,2,Lake of the Woods County,0,14,0.0%,0.0%,No significant difference
27077460400,2,Lake of the Woods County,0,18,0.0%,0.0%,No significant difference
27079950100,2,Le Sueur County,*1-4,287,0.6%,About 0.8%,No significant difference
27079950200,2,Le Sueur County,*1-4,223,0.6%,About 0.8%,No significant difference
27079950300,2,Le Sueur County,*1-4,240,0.6%,About 0.8%,No significant difference
27079950400,2,Le Sueur County,*1-4,146,0.6%,About 0.8%,No significant difference
27079950500,2,Le Sueur County,0,217,0.6%,0.0%,No significant difference
27079950600,2,Le Sueur County,*1-4,133,0.6%,About 0.8%,No significant difference
27081201001,2,Lincoln County,0,39,0.0%,0.0%,No significant difference
27081201002,2,Lincoln County,0,31,0.0%,0.0%,No significant difference
27083360100,2,Lyon County,0,93,0.6%,0.0%,No significant difference
27083360200,2,Lyon County,0,82,0.6%,0.0%,No significant difference
27083360300,2,Lyon County,*1-4,187,0.6%,About 0.8%,No significant difference
27083360400,2,Lyon County,*1-4,124,0.6%,About 0.8%,No significant difference
27083360500,2,Lyon County,*1-4,105,0.6%,About 0.8%,No significant difference
27083360600,2,Lyon County,0,84,0.6%,0.0%,No significant difference
